what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1395192788976
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1395192788976
started,bundle,org.tigris.subversion.subclipse.ui,1.6.16,"org.tigris.subversion.subclipse.ui",1395192788977
started,bundle,net.sf.eclipsecs.core,5.5.0.201111092104,"net.sf.eclipsecs.core",1395192788978
started,bundle,net.sf.eclipsecs.ui,5.5.0.201111092104,"net.sf.eclipsecs.ui",1395192788979
started,bundle,com.aptana.shared_core,2.7.1.2012100913,"com.aptana.shared_core",1395192788979
started,bundle,com.python.pydev.analysis,2.7.1.2012100913,"com.python.pydev.analysis",1395192788979
started,bundle,org.python.pydev,2.7.1.2012100913,"org.python.pydev",1395192788979
started,bundle,org.python.pydev.core,2.7.1.2012100913,"org.python.pydev.core",1395192788980
os,sysinfo,,,"win32",1395192788982
arch,sysinfo,,,"x86",1395192788982
ws,sysinfo,,,"win32",1395192788982
locale,sysinfo,,,"zh_CN",1395192788982
processors,sysinfo,,,"2",1395192788982
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1395192788982
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1395192788982
java.specification.name,sysinfo,,,"Java Platform API Specification",1395192788982
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395192788982
java.specification.version,sysinfo,,,"1.6",1395192788982
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1395192788982
java.version,sysinfo,,,"1.6.0_22",1395192788982
java.vm.info,sysinfo,,,"mixed mode",1395192788982
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1395192788982
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1395192788982
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395192788982
java.vm.specification.version,sysinfo,,,"1.0",1395192788982
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1395192788982
java.vm.version,sysinfo,,,"17.1-b03",1395192788982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192796788
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395192798405
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1395192798425
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1395192798453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192804105
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1395192808293
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1395192808309
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395192819491
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1395192822838
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1395192822841
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1395192822886
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1395192822984
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1395192823062
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1395192823062
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1395192823109
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1395192823114
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1395192823118
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1395192823127
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1395192823144
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1395192823159
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1395192823162
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1395192823182
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1395192823182
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1395192823207
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1395192823282
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1395192823283
started,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111220,"edu.umd.cs.findbugs.plugin.eclipse",1395192823512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192828634
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1395192828758
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1395192828760
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1395192828762
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395192828789
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1395192828840
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1395192828927
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1395192829048
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1395192829091
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1395192829106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1395192829205
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395192829907
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1395192834010
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1395192834011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192840297
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192843725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192847447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192848394
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395192848401
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1395192849970
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1395192849971
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1395192849987
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1395192849988
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192853317
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192855895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192860458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192880123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192889386
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192896512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192902853
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192918644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192920362
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1395192927869
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1395192927940
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1395192928039
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1395192928156
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1395192928264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192928464
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1395192928469
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192934989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192946725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192954013
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192957498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.linkWithEditor",1395192960509
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.linkWithEditor",1395192961773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192972250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192978377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192983784
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192986470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395192988535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196118158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196120801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196122372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196132156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196136387
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1395196142965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196145940
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196149661
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1395196149704
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1395196149715
opened,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1395196149734
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1395196149771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1395196149771
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1395196149771
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1395196150861
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1395196151498
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395196154815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196157306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196159304
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395196159366
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395196159403
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1395196159406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1395196159406
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395196160353
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395196161099
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1395196164278
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196185351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196188059
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395196188170
stopped,bundle,com.collabnet.subversion.merge,2.2.1,"com.collabnet.subversion.merge",1395196188542
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1395196188543
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1395196188543
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1395196188544
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1395196188544
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1395196188545
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1395196188545
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1395196188545
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1395196188546
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1395196188546
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1395196188547
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1395196188547
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1395196188548
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1395196188549
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1395196188550
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1395196188551
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1395196188551
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1395196188564
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1395196188565
stopped,bundle,edu.umd.cs.findbugs.plugin.eclipse,2.0.0.20111220,"edu.umd.cs.findbugs.plugin.eclipse",1395196188565
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1395196188566
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1395196188566
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1395196188567
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1395196188567
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1395196188568
